material_number,descripcion,forma,linea,fuente,fecha_agregado
21071508738,RAMBLER 20 OZ TUMBLER MS CSTM RED/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071508739,RAMBLER 20 OZ TUMBLER MS CSTM WHT/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071508740,RAMBLER 20 OZ TUMBLER MS CSTM NAVY/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071508741,RAMBLER JR 10 OZ TUMBLER CST SEA VIEW,REGULAR,DC,auto_aprobado,2026-08-03
21071508742,RAMBLER JR 10 OZ TUMBLER CSTM NAVY/RRD,REGULAR,DC,auto_aprobado,2026-08-03
21071508745,RAMBLER 20 OZ STK MS CSTM NAVY/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071508747,RAMBLER 16 OZ STK MS CSTM WHT/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071508750,RAMBLER 18 OZ C STRBTL CST WHT/RRD/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071508781,RAMBLER 18 OZ C STR BTL CSTM PACE PURPLE,REGULAR,DC,auto_aprobado,2026-08-03
21071508783,RAMBLER 18 OZ C STRAW BOTTLECSTOLIVE/KCO,REGULAR,DC,auto_aprobado,2026-08-03
21071508795,RAMBLER 26 OZ C STR BTL CSTM PACE PURPLE,REGULAR,DC,auto_aprobado,2026-08-03
21071508797,RAMBLER 26 OZ C STRAW BOTTLECSTOLIVE/KCO,REGULAR,DC,auto_aprobado,2026-08-03
21071508829,RAMBLER JR 12 OZ KIDS BTL CST PACEPURPLE,REGULAR,DC,auto_aprobado,2026-08-03
21071508864,RAMBLER 10 OZ CL LOW 2.0 MS CSTRIDGELINE,REGULAR,DC,auto_aprobado,2026-08-03
21071508866,RAMBLER COLSTER SLIM CSTM VENOM,REGULAR,DC,auto_aprobado,2026-08-03
21071508873,RAMBLER 1/2 G JUG 2.0 CSTM CAPE TAUPE,REGULAR,DC,auto_aprobado,2026-08-03
21071508875,RAMBLER 1 G JUG 2.0 CSTM CAPE TAUPE,REGULAR,DC,auto_aprobado,2026-08-03
21071508877,RAMBLER COLSTER 2.0 CSTM ROYAL BLUE,REGULAR,DC,auto_aprobado,2026-08-03
21071508894,RAMBLER JR 12 OZ KIDS BOTTLE CST PWP/WFL,REGULAR,DC,auto_aprobado,2026-08-03
21071508895,RAMBLER JR 12 OZ KIDS BOT CSTMST/PNK/GHP,REGULAR,DC,auto_aprobado,2026-08-03
21071508900,RAMBLER 18 OZ BTL C CHUG CST SEA VIEW,REGULAR,DC,auto_aprobado,2026-08-03
21071508901,RAMBLER 18 OZ BTL C CHUG CST MST/PNK/GHP,REGULAR,DC,auto_aprobado,2026-08-03
21071508906,RAMBLER 18 OZ C STRAW BOTTLE CST PWP/WFL,REGULAR,DC,auto_aprobado,2026-08-03
21071508907,RAMBLER 18 OZ C STRAW BOTCST MST/PNK/GHP,REGULAR,DC,auto_aprobado,2026-08-03
21071508909,RAMBLER 18 OZ BOTTLE CHUG CSTM ROYALBLUE,REGULAR,DC,auto_aprobado,2026-08-03
21071508915,RAMBLER 26 OZ BTL C CHUG CST DESBLOOM,REGULAR,DC,auto_aprobado,2026-08-03
21071508916,RAMBLER 26 OZ BTL C CHUG CST SEA VIEW,REGULAR,DC,auto_aprobado,2026-08-03
21071508917,RAMBLER 26 OZ BTL C CHUG CST MST/PNK/GHP,REGULAR,DC,auto_aprobado,2026-08-03
21071508919,RAMBLER 26 OZ C STRAW BOTTLE CST PWP/WFL,REGULAR,DC,auto_aprobado,2026-08-03
21071508921,RAMBLER 26 OZ BOTTLE CHUG CSTM ROYALBLUE,REGULAR,DC,auto_aprobado,2026-08-03
21071508952,RAMBLER 36 OZ BTL C CHUG CST MST/PNK/GHP,REGULAR,DC,auto_aprobado,2026-08-03
21071508957,RAMBLER C COLSTER 2.0 CSTM OLIVE/KCR,REGULAR,DC,auto_aprobado,2026-08-03
21071508958,RAMBLER C COLSTER 2.0 CSTM WHT/RRD/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071508959,RAMBLER C COLSTER 2.0 CSTM RED/NVY/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071508960,RAMBLER C COLSTER 2.0 CSTM NVY/WHT/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071509008,RAMBLER 24 OZ CL MUG 2.0 MS CSTM BLACK,REGULAR,DC,auto_aprobado,2026-08-03
21071509009,RAMBLER 24 OZ CL MUG 2.0 MS CSTM WHITE,REGULAR,DC,auto_aprobado,2026-08-03
21071509010,RAMBLER 24 OZ CL MUG 2.0 MS CSTM NAVY,REGULAR,DC,auto_aprobado,2026-08-03
21071509011,RAMBLER 24 OZ CL MUG 2.0 MS CSTM SEAFOAM,REGULAR,DC,auto_aprobado,2026-08-03
21071509012,RAMBLER 24 OZ CL MUG 2.0 MS CSTM SS,REGULAR,SS,auto_aprobado,2026-08-03
21071509013,RAMBLER 24 OZ CL MUG 2.0 MS CST TROPPINK,REGULAR,DC,auto_aprobado,2026-08-03
21071509014,RAMBLER 24 OZ CL MUG 2.0 MS CSTCAPETAUPE,REGULAR,DC,auto_aprobado,2026-08-03
21071509060,YETI FLASK CSTM CAPE TAUPE,REGULAR,DC,auto_aprobado,2026-08-03
21071509061,YETI SHOT GLASSES & CASE CSTM CAPE TAUPE,REGULAR,DC,auto_aprobado,2026-08-03
21071509187,RAMBLER 1 G JUG 2.0 CSTM OLIVE,REGULAR,DC,auto_aprobado,2026-08-03
21071509355,YETI FLASK CSTM OLIVE,REGULAR,DC,auto_aprobado,2026-08-03
21071510148,RAMBLER 30 OZ TUMBLER CSTM YELLOW B,REGULAR,DC,auto_aprobado,2026-08-03
21071510195,RAMBLER 36 OZ BTL C CHUGCST W/R/N/BADGE,REGULAR,DC,auto_aprobado,2026-08-03
21071510233,YETI FLASK CSTM BLUE CAMO,REGULAR,DC,auto_aprobado,2026-08-03
21071510234,YETI SHOT GLASSES & CASE CSTM BLUE CAMO,REGULAR,DC,auto_aprobado,2026-08-03
21071510235,RAMBLER COLSTER 2.0 CSTM BLUE CAMO,REGULAR,DC,auto_aprobado,2026-08-03
21071510239,RAMBLER 20 OZ TUMBLER MS CSTM BLUE CAMO,REGULAR,DC,auto_aprobado,2026-08-03
28000009808,RAMBLER 35OZ STRMG 2.0 ORB: NCAA CLEMSON,REGULAR,DC,auto_aprobado,2026-08-03
28000009877,RAMBLER 26OZ CHUG BTL ORNB: NCAA CLEMSON,REGULAR,DC,auto_aprobado,2026-08-03
28000009908,RAMBLER 26OZ CHUG BTL NVY: NCAA PENN STT,REGULAR,DC,auto_aprobado,2026-08-03
28000009917,RAMBLER 26OZ CHUG BTL MRNB: NCAA A&M,REGULAR,DC,auto_aprobado,2026-08-03
28000009940,RAMBLER 30 OZ TUMBLR ORNGB: NCAA CLEMSON,REGULAR,DC,auto_aprobado,2026-08-03
28000009980,RAMBLER 30 OZ TUMBLER MRNB: NCAA TXS A&M,REGULAR,DC,auto_aprobado,2026-08-03
28100000992,RAMBLER 20 OZ MS BLK: BLACKHAWKS,REGULAR,DC,auto_aprobado,2026-08-03
28100005247,RAMBLER COLSTER 2.0 BLK: J.DEERE,REGULAR,DC,auto_aprobado,2026-08-03
28100006543,RAMBLER 16 OZ STK MAROON B: NCAATEXASA&M,REGULAR,DC,auto_aprobado,2026-08-03
28100006556,RAMBLER 16 OZ STK MS BLK: NCAA GEORGIA,REGULAR,DC,auto_aprobado,2026-08-03
28100006587,RAMBLER 16 OZ STK MS BLUE E: NFL BILLS,REGULAR,DC,auto_aprobado,2026-08-03
28100006599,RAMBLER 16 OZ STK MS GREEN D: NFL EAGLES,REGULAR,DC,auto_aprobado,2026-08-03
28100006601,RAMBLER 16 OZ STK MS KCR: NCAA TENNESSEE,REGULAR,DC,auto_aprobado,2026-08-03
28100006607,RAMBLER 16 OZ STK MS NAVY A: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100006610,RAMBLER 16 OZ STK MS NAVY B: NFL TEXANS,REGULAR,DC,auto_aprobado,2026-08-03
28100006624,RAMBLER 16 OZ STK MS NVY: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100006626,RAMBLER 16 OZ STK MS NVY: NFL SEAHAWKS,REGULAR,DC,auto_aprobado,2026-08-03
28100006629,RAMBLER 16 OZ STK MS NVY:NCAAMISSISSIPPI,REGULAR,DC,auto_aprobado,2026-08-03
28100006630,RAMBLER 16 OZ STK MS ORANGE A: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100006632,RAMBLER 16 OZ STK MS ORANGE B:NFLBRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100006633,RAMBLER 16 OZ STK MS ORANGEB:NCAACLEMSON,REGULAR,DC,auto_aprobado,2026-08-03
28100006638,RAMBLER 16 OZ STK MS PURPLE A:NFLVIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100006641,RAMBLER 16 OZ STK MS RED B: NCAA ALABAMA,REGULAR,DC,auto_aprobado,2026-08-03
28100006644,RAMBLER 16 OZ STK MS RED B: NCAAARKANSAS,REGULAR,DC,auto_aprobado,2026-08-03
28100006646,RAMBLER 16 OZ STK MS RED B: NFL 49ERS,REGULAR,DC,auto_aprobado,2026-08-03
28100006655,RAMBLER 16 OZ STK MS RRD: NCAA GEORGIA,REGULAR,DC,auto_aprobado,2026-08-03
28100006661,RAMBLER 16 OZ STK MS RRD: NFL CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100006669,RAMBLER 16 OZ STK MS WHT: NCAA ALABAMA,REGULAR,DC,auto_aprobado,2026-08-03
28100006691,RAMBLER 16 OZ STK MS WHT:NCAATENNESSEE,REGULAR,DC,auto_aprobado,2026-08-03
28100006703,RAMBLER 16 OZ STK YELLOW B: NFLSTEELES,REGULAR,DC,auto_aprobado,2026-08-03
28100006706,RAMBLER 18 OZ CHUG BKP: NCAA W VIRGINIA,REGULAR,DC,auto_aprobado,2026-08-03
28100006720,RAMBLER 18 OZ CHUG BLK: NCAA IOWA,REGULAR,DC,auto_aprobado,2026-08-03
28100006797,RAMBLER 18 OZ CHUG NVY: NCAA MISSISSIPPI,REGULAR,DC,auto_aprobado,2026-08-03
28100006809,RAMBLER 18 OZ CHUG ORANGE B: NCAACLEMSON,REGULAR,DC,auto_aprobado,2026-08-03
28100006843,RAMBLER 18 OZ CHUG RRD: NCAA GEORGIA,REGULAR,DC,auto_aprobado,2026-08-03
28100006908,RAMBLER 20 OZ MS BKP: NCAA W VIRGINIA,REGULAR,DC,auto_aprobado,2026-08-03
28100006921,RAMBLER 20 OZ MS BLK: NCAA GEORGIA,REGULAR,DC,auto_aprobado,2026-08-03
28100006922,RAMBLER 20 OZ MS BLK: NCAA IOWA,REGULAR,DC,auto_aprobado,2026-08-03
28100006928,RAMBLER 20 OZ MS BLK: NFL 49ERS,REGULAR,DC,auto_aprobado,2026-08-03
28100006963,RAMBLER 20 OZ MS BLUE D: NFL LIONS,REGULAR,DC,auto_aprobado,2026-08-03
28100006964,RAMBLER 20 OZ MS BLUE E: MLB CUBS,REGULAR,DC,auto_aprobado,2026-08-03
28100006970,RAMBLER 20 OZ MS BLUE E: NFL BILLS,REGULAR,DC,auto_aprobado,2026-08-03
28100006980,RAMBLER 20 OZ MS GREEN C: NFL PACKERS,REGULAR,DC,auto_aprobado,2026-08-03
28100006992,RAMBLER 20 OZ MS NAVY A: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100006993,RAMBLER 20 OZ MS NAVY A: NFL PATRIOTS,REGULAR,DC,auto_aprobado,2026-08-03
28100006996,RAMBLER 20 OZ MS NVY: MLB ASTROS,REGULAR,DC,auto_aprobado,2026-08-03
28100007012,RAMBLER 20 OZ MS NVY: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100007013,RAMBLER 20 OZ MS NVY: NFL BRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100007014,RAMBLER 20 OZ MS NVY: NFL SEAHAWKS,REGULAR,DC,auto_aprobado,2026-08-03
28100007020,RAMBLER 20 OZ MS ORANGE A: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100007025,RAMBLER 20 OZ MS ORANGE B: NCAA CLEMSON,REGULAR,DC,auto_aprobado,2026-08-03
28100007027,RAMBLER 20 OZ MS ORANGE B: NFL BRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100007033,RAMBLER 20 OZ MS PURPLE A: NFL VIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100007043,RAMBLER 20 OZ MS RED B: NFL 49ERS,REGULAR,DC,auto_aprobado,2026-08-03
28100007059,RAMBLER 20 OZ MS RRD: NCAA GEORGIA,REGULAR,DC,auto_aprobado,2026-08-03
28100007065,RAMBLER 20 OZ MS RRD: NFL CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100007104,RAMBLER 20 OZ MS WHT: NFL CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100007107,RAMBLER 20 OZ MS WHT: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100007110,RAMBLER 20 OZ MS WHT: NFL PACKERS,REGULAR,DC,auto_aprobado,2026-08-03
28100007113,RAMBLER 20 OZ MS WHT: NFL VIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100007116,RAMBLER 20 OZ MS WVR: NCAA MISSISSIPPIST,REGULAR,DC,auto_aprobado,2026-08-03
28100007121,RAMBLER 20 OZ MS YELLOW B: NFL STEELES,REGULAR,DC,auto_aprobado,2026-08-03
28100007290,RAMBLER 42 OZ STR ORANGE B: NCAA CLEMSON,REGULAR,DC,auto_aprobado,2026-08-03
28100007355,RAMBLER COLSTER 2.0 BLK: NFL STEELERS,REGULAR,DC,auto_aprobado,2026-08-03
28100007369,RAMBLER COLSTER 2.0 BLUE D: NFL LIONS,REGULAR,DC,auto_aprobado,2026-08-03
28100007386,RAMBLER COLSTER 2.0 GREEN C: NFL PACKERS,REGULAR,DC,auto_aprobado,2026-08-03
28100007387,RAMBLER COLSTER 2.0 GREEN D: NFL EAGLES,REGULAR,DC,auto_aprobado,2026-08-03
28100007397,RAMBLER COLSTER 2.0 NAVY A: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100007417,RAMBLER COLSTER 2.0 NVY: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100007418,RAMBLER COLSTER 2.0 NVY: NFL BRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100007422,RAMBLER COLSTER 2.0 ORANGE A: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100007424,RAMBLER COLSTER 2.0 ORANGE B: NFLBRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100007426,RAMBLER COLSTER 2.0 ORANGE B:NCAACLEMSON,REGULAR,DC,auto_aprobado,2026-08-03
28100007432,RAMBLER COLSTER 2.0 PURPLE A: NFLVIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100007440,RAMBLER COLSTER 2.0 RED B: NCAA IOWA ST,REGULAR,DC,auto_aprobado,2026-08-03
28100007444,RAMBLER COLSTER 2.0 RED B: NFL 49ERS,REGULAR,DC,auto_aprobado,2026-08-03
28100007459,RAMBLER COLSTER 2.0 RRD: NCAA GEORGIA,REGULAR,DC,auto_aprobado,2026-08-03
28100007465,RAMBLER COLSTER 2.0 RRD: NFL CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100007503,RAMBLER COLSTER 2.0 WHT: NFL CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100007505,RAMBLER COLSTER 2.0 WHT: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100007508,RAMBLER COLSTER 2.0 WHT: NFL PACKERS,REGULAR,DC,auto_aprobado,2026-08-03
28100007511,RAMBLER COLSTER 2.0 WHT: NFL VIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100007586,YETI FLASK RED B: NCAA IOWA STATE,REGULAR,DC,auto_aprobado,2026-08-03
28100007635,RAMBLER 16 OZ STK MS BLK:NCAA S.CAROLINA,REGULAR,DC,auto_aprobado,2026-08-03
28100007637,RAMBLER 20 OZ MS BLK: NCAA SOUTHCAROLINA,REGULAR,DC,auto_aprobado,2026-08-03
28100007640,YETI FLASK BLK: NCAA SOUTH CAROLINA,REGULAR,DC,auto_aprobado,2026-08-03
28100009537,RAMBLER 26OZ CHUG BTL BLUE E: NFL BILLS,REGULAR,DC,auto_aprobado,2026-08-03
28100009541,RAMBLER 26OZ CHUG BTL NAVY: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100009542,RAMBLER 26OZ CHUG BTL ORANGEA: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100009547,RAMBLER 26OZ CHUG BTL NVA: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100009548,RAMBLER 26OZ CHUG BTL WHT: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100009549,RAMBLER 26OZ CHUG BTL NAVY: NFL BRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100009550,RAMBLER 26OZ CHUG BTL ORNGB: NFL BRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100009552,RAMBLER 26OZ CHUG BTL BLUE D: NFL LIONS,REGULAR,DC,auto_aprobado,2026-08-03
28100009553,RAMBLER 26OZ CHUG BTL GRN C: NFL PACKERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009554,RAMBLER 26OZ CHUG BTL WHT: NFL PACKERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009561,RAMBLER 26OZ CHUG BTL RR: NFL CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100009562,RAMBLER 26OZ CHUG BTL WHT: NFL CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100009563,RAMBLER 26OZ CHUG BTL BLK: NFL RAIDERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009571,RAMBLER 26OZ CHUG BTL PRPLA: NFL VIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100009572,RAMBLER 26OZ CHUG BTL WHT: NFL VIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100009582,RAMBLER 26OZ CHUG BTL GRND: NFL EAGLES,REGULAR,DC,auto_aprobado,2026-08-03
28100009583,RAMBLER 26OZ CHUG BTL BLK: NFL STEELERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009584,RAMBLER 26OZ CHUG BTL YLWB: NFL STEELERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009586,RAMBLER 26OZ CHUG BTL RED B: NFL 49ERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009587,RAMBLER 26OZ CHUG BTL GRNE: NFL SEAHAWKS,REGULAR,DC,auto_aprobado,2026-08-03
28100009588,RAMBLER 26OZ CHUG BTL NAVY: NFL SEAHAWKS,REGULAR,DC,auto_aprobado,2026-08-03
28100009796,RAMBLER 30 OZ TUMBLER BLUE E: NFL BILLS,REGULAR,DC,auto_aprobado,2026-08-03
28100009801,RAMBLER 30 OZ TUMBLR ORANGE A: NFL BEARS,REGULAR,DC,auto_aprobado,2026-08-03
28100009806,RAMBLER 30 OZ TUMBLER NVA: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100009807,RAMBLER 30 OZ TUMBLER WHITE: NFL COWBOYS,REGULAR,DC,auto_aprobado,2026-08-03
28100009808,RAMBLER 30 OZ TUMBLER NAVY: NFL BRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100009809,RAMBLER 30 OZ TUMBLR ORNG B: NFL BRONCOS,REGULAR,DC,auto_aprobado,2026-08-03
28100009811,RAMBLER 30 OZ TUMBLER BLUE D: NFL LIONS,REGULAR,DC,auto_aprobado,2026-08-03
28100009812,RAMBLER 30 OZ TUMBLER GRN C: NFL PACKERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009813,RAMBLER 30 OZ TUMBLER WHITE: NFL PACKERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009820,RAMBLER 30 OZ TUMBLR RR: NFL CITY CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100009821,RAMBLER 30 OZ TUMBLER WHITE: NFL CHIEFS,REGULAR,DC,auto_aprobado,2026-08-03
28100009823,RAMBLER 30 OZ TUMBLR GRAY A: NFL RAIDERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009830,RAMBLER 30 OZ TUMBLER PRPLA: NFL VIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100009831,RAMBLER 30 OZ TUMBLER WHITE: NFL VIKINGS,REGULAR,DC,auto_aprobado,2026-08-03
28100009841,RAMBLER 30 OZ TUMBLER GRN D: NFL EAGLES,REGULAR,DC,auto_aprobado,2026-08-03
28100009843,RAMBLER 30 OZ TUMBLER YLWB: NFL STEELERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009845,RAMBLER 30 OZ TUMBLER RED B: NFL 49ERS,REGULAR,DC,auto_aprobado,2026-08-03
28100009846,RAMBLER 30 OZ TUMBLR GRN E: NFL SEAHAWKS,REGULAR,DC,auto_aprobado,2026-08-03
28100009966,RAMBLER 20 OZ MS GREEN E: NFL SEAHAWKS-2,REGULAR,DC,auto_aprobado,2026-08-03
28100009967,RAMBLER COLSTER 2.0 GREENE:NFLSEAHAWKS-2,REGULAR,DC,auto_aprobado,2026-08-03
70000008911,INTL RAMBLER 18 OZ BTTLCHSS:51CNWB486SLA,REGULAR,SS,auto_aprobado,2026-08-03
70000008912,INTL RAMBLER 20 OZ STK SS: 51CNMG488SLA,REGULAR,SS,auto_aprobado,2026-08-03
70000008913,INTL RAMBLER 14 OZ MUG2.0SS:51CNMG487SLA,REGULAR,SS,auto_aprobado,2026-08-03
